Player;stats_Nation;stats_Pos;stats_Squad;stats_Comp;stats_Age;stats_Born;stats_MP;stats_Starts;stats_Min;stats_90s;stats_Gls;stats_Ast;stats_G+A;stats_G-PK;stats_PK;stats_PKatt;stats_CrdY;stats_CrdR;stats_Gls_1;stats_Ast_2;stats_G+A_3;stats_G-PK_4;stats_G+A-PK;shooting_Nation;shooting_Pos;shooting_Squad;shooting_Comp;shooting_Age;shooting_Born;shooting_90s;shooting_Gls;shooting_Sh;shooting_SoT;shooting_SoT%;shooting_Sh/90;shooting_SoT/90;shooting_G/Sh;shooting_G/SoT;shooting_Dist;shooting_PK;shooting_PKatt;passing_Nation;passing_Pos;passing_Squad;passing_Comp;passing_Age;passing_Born;passing_90s;passing_Cmp;passing_Att;passing_Cmp%;passing_TotDist;passing_PrgDist;passing_Cmp_5;passing_Att_6;passing_Cmp%_7;passing_Cmp_8;passing_Att_9;passing_Cmp%_10;passing_Cmp_11;passing_Att_12;passing_Cmp%_13;passing_Ast;passing_A-xAG;passing_KP;passing_1/3;passing_PPA;passing_CrsPA;passing_types_Nation;passing_types_Pos;passing_types_Squad;passing_types_Comp;passing_types_Age;passing_types_Born;passing_types_90s;passing_types_Att;passing_types_Live;passing_types_Dead;passing_types_FK;passing_types_TB;passing_types_Sw;passing_types_Crs;passing_types_TI;passing_types_CK;passing_types_In;passing_types_Out;passing_types_Str;passing_types_Cmp;passing_types_Off;passing_types_Blocks;gca_Nation;gca_Pos;gca_Squad;gca_Comp;gca_Age;gca_Born;gca_90s;gca_SCA;gca_SCA90;gca_PassLive;gca_PassDead;gca_TO;gca_Sh;gca_Fld;gca_Def;gca_GCA;gca_GCA90;gca_PassLive_14;gca_PassDead_15;gca_TO_16;gca_Sh_17;gca_Fld_18;gca_Def_19;defense_Nation;defense_Pos;defense_Squad;defense_Comp;defense_Age;defense_Born;defense_90s;defense_Tkl;defense_TklW;defense_Def 3rd;defense_Mid 3rd;defense_Att 3rd;defense_Tkl_20;defense_Att;defense_Tkl%;defense_Lost;defense_Blocks;defense_Sh;defense_Pass;defense_Int;defense_Tkl+Int;defense_Clr;defense_Err;possession_Nation;possession_Pos;possession_Squad;possession_Comp;possession_Age;possession_Born;possession_90s;possession_Touches;possession_Def Pen;possession_Def 3rd;possession_Mid 3rd;possession_Att 3rd;possession_Att Pen;possession_Live;possession_Att;possession_Succ;possession_Succ%;possession_Tkld;possession_Tkld%;possession_Carries;possession_TotDist;possession_PrgDist;possession_1/3;possession_CPA;possession_Mis;possession_Dis;possession_Rec;playingtime_Nation;playingtime_Pos;playingtime_Squad;playingtime_Comp;playingtime_Age;playingtime_Born;playingtime_MP;playingtime_Min;playingtime_Mn/MP;playingtime_Min%;playingtime_90s;playingtime_Starts;playingtime_Mn/Start;playingtime_Compl;playingtime_Subs;playingtime_Mn/Sub;playingtime_unSub;playingtime_PPM;playingtime_onG;playingtime_onGA;playingtime_+/-;playingtime_+/-90;playingtime_On-Off;misc_Nation;misc_Pos;misc_Squad;misc_Comp;misc_Age;misc_Born;misc_90s;misc_CrdY;misc_CrdR;misc_2CrdY;misc_Fls;misc_Fld;misc_Off;misc_Crs;misc_Int;misc_TklW;misc_PKwon;misc_PKcon;misc_OG
Sebastián Lomonaco;ar ARG;FW,MF;La Calera;Primera Division Chile;24;1998;27;13;1,298;144;4;3;7;3;1;1;3;0;28;21;49;21;42;ar ARG;FW,MF;La Calera;Primera Division Chile;24;1998;144;4;37;12;324;257;83;8;25;0;1;1;ar ARG;FW,MF;La Calera;Primera Division Chile;24;1998;144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;ar ARG;FW,MF;La Calera;Primera Division Chile;24;1998;144;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;ar ARG;FW,MF;La Calera;Primera Division Chile;24;1998;144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;FW,MF;La Calera;Primera Division Chile;24;1998;144;0;3;0;0;0;0;0;0;0;0;0;0;5;0;0;0;ar ARG;FW,MF;La Calera;Primera Division Chile;24;1998;144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;FW,MF;La Calera;Primera Division Chile;24;1998;27;1,298;48;481;144;13;80;7;14;18;3;133;26;19;7;49;87;ar ARG;FW,MF;La Calera;Primera Division Chile;24;1998;144;3;0;0;15;7;6;25;5;3;0;0;0
Hernán Lopes;ar ARG;DF;La Calera;Primera Division Chile;31;1991;21;18;1,667;185;1;0;1;1;0;0;7;1;5;0;5;5;5;ar ARG;DF;La Calera;Primera Division Chile;31;1991;185;1;8;2;250;43;11;13;50;0;0;0;ar ARG;DF;La Calera;Primera Division Chile;31;1991;185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;DF;La Calera;Primera Division Chile;31;1991;185;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;ar ARG;DF;La Calera;Primera Division Chile;31;1991;185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;DF;La Calera;Primera Division Chile;31;1991;185;0;21;0;0;0;0;0;0;0;0;0;0;48;0;0;0;ar ARG;DF;La Calera;Primera Division Chile;31;1991;185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;DF;La Calera;Primera Division Chile;31;1991;21;1,667;79;617;185;18;87;17;3;31;2;129;20;26;-6;-32;-93;ar ARG;DF;La Calera;Primera Division Chile;31;1991;185;7;1;0;18;7;0;3;48;21;0;0;0
Augusto Max;ar ARG;MF;La Calera;Primera Division Chile;30;1992;15;11;952;106;0;0;0;0;0;0;2;0;0;0;0;0;0;ar ARG;MF;La Calera;Primera Division Chile;30;1992;106;0;3;2;667;28;19;0;0;0;0;0;ar ARG;MF;La Calera;Primera Division Chile;30;1992;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;MF;La Calera;Primera Division Chile;30;1992;106;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;ar ARG;MF;La Calera;Primera Division Chile;30;1992;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;MF;La Calera;Primera Division Chile;30;1992;106;0;18;0;0;0;0;0;0;0;0;0;0;20;0;0;0;ar ARG;MF;La Calera;Primera Division Chile;30;1992;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;MF;La Calera;Primera Division Chile;30;1992;15;952;63;353;106;11;77;2;4;26;0;160;15;13;2;19;24;ar ARG;MF;La Calera;Primera Division Chile;30;1992;106;2;0;0;9;6;0;2;20;18;0;0;0
Yerco Oyanedel;cl CHI;DF;Cobresal;Primera Division Chile;22;2000;5;1;126;14;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Deportes Copiapó;Primera Division Chile;22;2000;100;0;1;0;0;10;0;0;0;0;0;0;cl CHI;MF;Deportes Copiapó;Primera Division Chile;22;2000;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;cl CHI;MF;Deportes Copiapó;Primera Division Chile;22;2000;100;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;cl CHI;MF;Deportes Copiapó;Primera Division Chile;22;2000;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Deportes Copiapó;Primera Division Chile;22;2000;100;0;8;0;0;0;0;0;0;0;0;0;0;2;0;0;0;cl CHI;MF;Deportes Copiapó;Primera Division Chile;22;2000;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Deportes Copiapó;Primera Division Chile;22;2000;13;899;69;333;100;11;80;7;2;11;1;131;13;14;-1;-10;50;cl CHI;MF;Deportes Copiapó;Primera Division Chile;22;2000;100;0;0;0;5;6;0;12;2;8;0;0;0
Fernando Otarola;ar ARG;GK;La Calera;Primera Division Chile;36;1986;4;4;360;40;0;0;0;0;0;0;3;0;0;0;0;0;0;ar ARG;GK;La Calera;Primera Division Chile;36;1986;40;0;0;0;0;0;0;0;0;0;0;0;ar ARG;GK;La Calera;Primera Division Chile;36;1986;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;GK;La Calera;Primera Division Chile;36;1986;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;GK;La Calera;Primera Division Chile;36;1986;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;GK;La Calera;Primera Division Chile;36;1986;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;GK;La Calera;Primera Division Chile;36;1986;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;GK;La Calera;Primera Division Chile;36;1986;4;360;90;133;40;4;90;4;0;0;25;140;8;9;-1;-25;-33;ar ARG;GK;La Calera;Primera Division Chile;36;1986;40;3;0;0;1;1;0;0;0;0;0;0;0
Lucas Passerini;ar ARG;FW;La Calera;Primera Division Chile;28;1994;14;12;1,086;121;7;1;8;6;1;1;3;0;58;8;66;50;58;ar ARG;FW;La Calera;Primera Division Chile;28;1994;121;7;51;24;471;423;199;12;25;0;1;1;ar ARG;FW;La Calera;Primera Division Chile;28;1994;121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;ar ARG;FW;La Calera;Primera Division Chile;28;1994;121;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;ar ARG;FW;La Calera;Primera Division Chile;28;1994;121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;FW;La Calera;Primera Division Chile;28;1994;121;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;ar ARG;FW;La Calera;Primera Division Chile;28;1994;121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;FW;La Calera;Primera Division Chile;28;1994;14;1,086;78;402;121;12;86;10;2;26;0;143;16;15;1;8;8;ar ARG;FW;La Calera;Primera Division Chile;28;1994;121;3;0;0;21;32;15;3;2;2;0;0;0
Ignacio Pacheco;cl CHI;MF;Cobresal;Primera Division Chile;18;2004;4;4;241;27;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Cobresal;Primera Division Chile;18;2004;27;0;2;1;500;75;37;0;0;0;0;0;cl CHI;MF;Cobresal;Primera Division Chile;18;2004;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Cobresal;Primera Division Chile;18;2004;27;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;cl CHI;MF;Cobresal;Primera Division Chile;18;2004;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Cobresal;Primera Division Chile;18;2004;27;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;cl CHI;MF;Cobresal;Primera Division Chile;18;2004;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Cobresal;Primera Division Chile;18;2004;4;241;60;89;27;4;60;0;0;0;3;250;5;2;3;112;61;cl CHI;MF;Cobresal;Primera Division Chile;18;2004;27;0;0;0;1;2;0;1;2;0;0;0;0
Alejandro Santander;cl CHI;GK;Cobresal;Primera Division Chile;20;2002;5;5;450;50;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Cobresal;Primera Division Chile;20;2002;50;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Cobresal;Primera Division Chile;20;2002;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Cobresal;Primera Division Chile;20;2002;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Cobresal;Primera Division Chile;20;2002;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Cobresal;Primera Division Chile;20;2002;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Cobresal;Primera Division Chile;20;2002;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Cobresal;Primera Division Chile;20;2002;5;450;90;167;50;5;90;5;0;0;10;200;10;8;2;40;-20;cl CHI;GK;Cobresal;Primera Division Chile;20;2002;50;0;0;0;0;1;0;0;0;0;0;0;0
Sebastián Silva;cl CHI;DF;Cobresal;Primera Division Chile;31;1991;16;14;1,265;141;0;0;0;0;0;0;3;0;0;0;0;0;0;cl CHI;DF;Cobresal;Primera Division Chile;31;1991;141;0;3;1;333;21;7;0;0;0;0;0;cl CHI;DF;Cobresal;Primera Division Chile;31;1991;141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Cobresal;Primera Division Chile;31;1991;141;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;cl CHI;DF;Cobresal;Primera Division Chile;31;1991;141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Cobresal;Primera Division Chile;31;1991;141;0;19;0;0;0;0;0;0;0;0;0;0;23;0;0;0;cl CHI;DF;Cobresal;Primera Division Chile;31;1991;141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Cobresal;Primera Division Chile;31;1991;16;1,265;79;469;141;14;88;13;2;16;10;206;23;12;11;78;41;cl CHI;DF;Cobresal;Primera Division Chile;31;1991;141;3;0;0;7;3;1;4;23;19;0;0;0
Agustín Rodríguez;uy URU;FW;La Calera;Primera Division Chile;24;1998;12;10;881;98;4;1;5;4;0;0;1;0;41;10;51;41;51;uy URU;FW;La Calera;Primera Division Chile;24;1998;98;4;24;9;375;245;92;17;44;0;0;0;uy URU;FW;La Calera;Primera Division Chile;24;1998;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;uy URU;FW;La Calera;Primera Division Chile;24;1998;98;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;uy URU;FW;La Calera;Primera Division Chile;24;1998;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;uy URU;FW;La Calera;Primera Division Chile;24;1998;98;0;5;0;0;0;0;0;0;0;0;0;0;2;0;0;0;uy URU;FW;La Calera;Primera Division Chile;24;1998;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;uy URU;FW;La Calera;Primera Division Chile;24;1998;12;881;73;326;98;10;83;6;2;28;0;142;16;15;1;10;10;uy URU;FW;La Calera;Primera Division Chile;24;1998;98;1;0;0;8;12;7;7;2;5;0;0;0
Cristian Toro;cl CHI;DF;Cobresal;Primera Division Chile;22;2000;6;3;323;36;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Cobresal;Primera Division Chile;22;2000;36;0;3;0;0;84;0;0;0;0;0;0;cl CHI;DF;Cobresal;Primera Division Chile;22;2000;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Cobresal;Primera Division Chile;22;2000;36;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;cl CHI;DF;Cobresal;Primera Division Chile;22;2000;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Cobresal;Primera Division Chile;22;2000;36;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;cl CHI;DF;Cobresal;Primera Division Chile;22;2000;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Cobresal;Primera Division Chile;22;2000;6;323;54;120;36;3;90;3;3;18;5;133;4;7;-3;-84;-159;cl CHI;DF;Cobresal;Primera Division Chile;22;2000;36;0;0;0;1;0;0;1;2;2;0;0;0
Brayan Cortés;cl CHI;GK;Colo-Colo;Primera Division Chile;27;1995;21;21;1,815;202;0;0;0;0;0;0;0;1;0;0;0;0;0;cl CHI;GK;Colo-Colo;Primera Division Chile;27;1995;202;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Colo-Colo;Primera Division Chile;27;1995;202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Colo-Colo;Primera Division Chile;27;1995;202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Colo-Colo;Primera Division Chile;27;1995;202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Colo-Colo;Primera Division Chile;27;1995;202;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;cl CHI;GK;Colo-Colo;Primera Division Chile;27;1995;202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Colo-Colo;Primera Division Chile;27;1995;21;1,815;86;672;202;21;86;20;0;0;8;171;31;20;11;55;4;cl CHI;GK;Colo-Colo;Primera Division Chile;27;1995;202;0;1;0;1;4;0;0;1;0;0;0;0
Daniel Gutiérrez;cl CHI;DF;Colo-Colo;Primera Division Chile;19;2003;15;8;722;80;0;0;0;0;0;0;1;0;0;0;0;0;0;cl CHI;DF;Colo-Colo;Primera Division Chile;19;2003;80;0;3;1;333;37;12;0;0;0;0;0;cl CHI;DF;Colo-Colo;Primera Division Chile;19;2003;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Colo-Colo;Primera Division Chile;19;2003;80;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;cl CHI;DF;Colo-Colo;Primera Division Chile;19;2003;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Colo-Colo;Primera Division Chile;19;2003;80;0;10;0;0;0;0;0;0;0;0;0;0;17;0;0;0;cl CHI;DF;Colo-Colo;Primera Division Chile;19;2003;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Colo-Colo;Primera Division Chile;19;2003;15;722;48;267;80;8;78;4;7;14;4;167;13;9;4;50;-5;cl CHI;DF;Colo-Colo;Primera Division Chile;19;2003;80;1;0;0;7;13;0;5;17;10;0;0;0
Leonardo Hernandez;cl CHI;DF;Colo-Colo;Primera Division Chile;23;1999;2;0;64;7;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Colo-Colo;Primera Division Chile;23;1999;7;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Colo-Colo;Primera Division Chile;23;1999;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Colo-Colo;Primera Division Chile;23;1999;7;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;cl CHI;DF;Colo-Colo;Primera Division Chile;23;1999;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Colo-Colo;Primera Division Chile;23;1999;7;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Colo-Colo;Primera Division Chile;23;1999;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Colo-Colo;Primera Division Chile;23;1999;2;64;32;24;7;0;0;0;2;32;2;150;1;1;0;0;-55;cl CHI;DF;Colo-Colo;Primera Division Chile;23;1999;7;0;0;0;1;2;0;2;0;3;0;0;0
Lucas Abascia;ar ARG;DF;Ñublense;Primera Division Chile;27;1995;17;12;1,15;128;1;0;1;1;0;0;3;0;8;0;8;8;8;ar ARG;DF;Ñublense;Primera Division Chile;27;1995;128;1;15;4;267;117;31;7;25;0;0;0;ar ARG;DF;Ñublense;Primera Division Chile;27;1995;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;DF;Ñublense;Primera Division Chile;27;1995;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;DF;Ñublense;Primera Division Chile;27;1995;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;DF;Ñublense;Primera Division Chile;27;1995;128;0;23;0;0;0;0;0;0;0;0;0;0;30;0;0;0;ar ARG;DF;Ñublense;Primera Division Chile;27;1995;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;DF;Ñublense;Primera Division Chile;27;1995;17;1,15;68;426;128;12;87;10;5;21;4;153;12;16;-4;-31;-20;ar ARG;DF;Ñublense;Primera Division Chile;27;1995;128;3;0;0;11;6;0;0;30;23;0;0;0
Fernando de Paul;cl CHI;GK;Colo-Colo;Primera Division Chile;31;1991;10;9;881;98;0;0;0;0;0;0;1;0;0;0;0;0;0;cl CHI;GK;Colo-Colo;Primera Division Chile;31;1991;98;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Colo-Colo;Primera Division Chile;31;1991;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Colo-Colo;Primera Division Chile;31;1991;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Colo-Colo;Primera Division Chile;31;1991;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Colo-Colo;Primera Division Chile;31;1991;98;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Colo-Colo;Primera Division Chile;31;1991;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Colo-Colo;Primera Division Chile;31;1991;10;881;88;326;98;9;90;9;1;71;20;180;14;9;5;51;-3;cl CHI;GK;Colo-Colo;Primera Division Chile;31;1991;98;1;0;0;1;0;0;0;0;1;0;0;0
Jeyson Rojas;cl CHI;DF,MF;Colo-Colo;Primera Division Chile;21;2002;12;7;663;74;0;0;0;0;0;0;3;0;0;0;0;0;0;cl CHI;DF,MF;Colo-Colo;Primera Division Chile;21;2002;74;0;6;0;0;81;0;0;0;0;0;0;cl CHI;DF,MF;Colo-Colo;Primera Division Chile;21;2002;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF,MF;Colo-Colo;Primera Division Chile;21;2002;74;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;cl CHI;DF,MF;Colo-Colo;Primera Division Chile;21;2002;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF,MF;Colo-Colo;Primera Division Chile;21;2002;74;0;16;0;0;0;0;0;0;0;0;0;0;12;0;0;0;cl CHI;DF,MF;Colo-Colo;Primera Division Chile;21;2002;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF,MF;Colo-Colo;Primera Division Chile;21;2002;12;663;55;246;74;7;87;5;5;11;2;158;14;7;7;95;55;cl CHI;DF,MF;Colo-Colo;Primera Division Chile;21;2002;74;3;0;0;10;1;0;16;12;16;0;0;0
Lucas Soto;cl CHI;MF;Colo-Colo;Primera Division Chile;19;2003;2;0;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Colo-Colo;Primera Division Chile;19;2003;2;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Colo-Colo;Primera Division Chile;19;2003;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Colo-Colo;Primera Division Chile;19;2003;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Colo-Colo;Primera Division Chile;19;2003;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Colo-Colo;Primera Division Chile;19;2003;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Colo-Colo;Primera Division Chile;19;2003;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Colo-Colo;Primera Division Chile;19;2003;2;16;8;6;2;0;0;0;2;8;6;200;0;0;0;0;-54;cl CHI;MF;Colo-Colo;Primera Division Chile;19;2003;2;0;0;0;2;1;0;0;0;0;0;0;0
Cristian Aravena;cl CHI;FW;Coquimbo Unido;Primera Division Chile;24;1998;4;0;87;10;0;0;0;0;0;0;1;0;0;0;0;0;0;cl CHI;FW;Coquimbo Unido;Primera Division Chile;24;1998;10;0;5;0;0;517;0;0;0;0;0;0;cl CHI;FW;Coquimbo Unido;Primera Division Chile;24;1998;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW;Coquimbo Unido;Primera Division Chile;24;1998;10;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;cl CHI;FW;Coquimbo Unido;Primera Division Chile;24;1998;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW;Coquimbo Unido;Primera Division Chile;24;1998;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW;Coquimbo Unido;Primera Division Chile;24;1998;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW;Coquimbo Unido;Primera Division Chile;24;1998;4;87;22;32;10;0;0;0;4;22;0;100;0;0;0;0;-3;cl CHI;FW;Coquimbo Unido;Primera Division Chile;24;1998;10;1;0;0;4;5;0;5;0;0;0;0;0
Felipe Barrientos;cl CHI;FW,MF;Coquimbo Unido;Primera Division Chile;25;1997;1;0;12;1;0;0;0;0;0;0;1;0;0;0;0;0;0;cl CHI;FW,MF;Coquimbo Unido;Primera Division Chile;25;1997;1;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW,MF;Coquimbo Unido;Primera Division Chile;25;1997;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW,MF;Coquimbo Unido;Primera Division Chile;25;1997;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;cl CHI;FW,MF;Coquimbo Unido;Primera Division Chile;25;1997;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW,MF;Coquimbo Unido;Primera Division Chile;25;1997;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW,MF;Coquimbo Unido;Primera Division Chile;25;1997;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW,MF;Coquimbo Unido;Primera Division Chile;25;1997;1;12;12;4;1;0;0;0;1;12;0;0;0;0;0;0;-3;cl CHI;FW,MF;Coquimbo Unido;Primera Division Chile;25;1997;1;1;0;0;2;1;0;1;0;2;0;0;0
Juan Córdova;ca CAN;MF,DF;Ñublense;Primera Division Chile;27;1995;8;3;324;36;0;1;1;0;0;0;0;0;0;28;28;0;28;ca CAN;MF,DF;Ñublense;Primera Division Chile;27;1995;36;0;3;2;667;83;56;0;0;0;0;0;ca CAN;MF,DF;Ñublense;Primera Division Chile;27;1995;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;ca CAN;MF,DF;Ñublense;Primera Division Chile;27;1995;36;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;ca CAN;MF,DF;Ñublense;Primera Division Chile;27;1995;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ca CAN;MF,DF;Ñublense;Primera Division Chile;27;1995;36;0;2;0;0;0;0;0;0;0;0;0;0;9;0;0;0;ca CAN;MF,DF;Ñublense;Primera Division Chile;27;1995;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ca CAN;MF,DF;Ñublense;Primera Division Chile;27;1995;8;324;41;120;36;3;79;1;5;17;6;225;3;5;-2;-56;-40;ca CAN;MF,DF;Ñublense;Primera Division Chile;27;1995;36;0;0;0;3;6;1;7;9;2;0;0;0
