Player;stats_Nation;stats_Pos;stats_Squad;stats_Comp;stats_Age;stats_Born;stats_MP;stats_Starts;stats_Min;stats_90s;stats_Gls;stats_Ast;stats_G+A;stats_G-PK;stats_PK;stats_PKatt;stats_CrdY;stats_CrdR;stats_Gls_1;stats_Ast_2;stats_G+A_3;stats_G-PK_4;stats_G+A-PK;shooting_Nation;shooting_Pos;shooting_Squad;shooting_Comp;shooting_Age;shooting_Born;shooting_90s;shooting_Gls;shooting_Sh;shooting_SoT;shooting_SoT%;shooting_Sh/90;shooting_SoT/90;shooting_G/Sh;shooting_G/SoT;shooting_Dist;shooting_PK;shooting_PKatt;passing_Nation;passing_Pos;passing_Squad;passing_Comp;passing_Age;passing_Born;passing_90s;passing_Cmp;passing_Att;passing_Cmp%;passing_TotDist;passing_PrgDist;passing_Cmp_5;passing_Att_6;passing_Cmp%_7;passing_Cmp_8;passing_Att_9;passing_Cmp%_10;passing_Cmp_11;passing_Att_12;passing_Cmp%_13;passing_Ast;passing_A-xAG;passing_KP;passing_1/3;passing_PPA;passing_CrsPA;passing_types_Nation;passing_types_Pos;passing_types_Squad;passing_types_Comp;passing_types_Age;passing_types_Born;passing_types_90s;passing_types_Att;passing_types_Live;passing_types_Dead;passing_types_FK;passing_types_TB;passing_types_Sw;passing_types_Crs;passing_types_TI;passing_types_CK;passing_types_In;passing_types_Out;passing_types_Str;passing_types_Cmp;passing_types_Off;passing_types_Blocks;gca_Nation;gca_Pos;gca_Squad;gca_Comp;gca_Age;gca_Born;gca_90s;gca_SCA;gca_SCA90;gca_PassLive;gca_PassDead;gca_TO;gca_Sh;gca_Fld;gca_Def;gca_GCA;gca_GCA90;gca_PassLive_14;gca_PassDead_15;gca_TO_16;gca_Sh_17;gca_Fld_18;gca_Def_19;defense_Nation;defense_Pos;defense_Squad;defense_Comp;defense_Age;defense_Born;defense_90s;defense_Tkl;defense_TklW;defense_Def 3rd;defense_Mid 3rd;defense_Att 3rd;defense_Tkl_20;defense_Att;defense_Tkl%;defense_Lost;defense_Blocks;defense_Sh;defense_Pass;defense_Int;defense_Tkl+Int;defense_Clr;defense_Err;possession_Nation;possession_Pos;possession_Squad;possession_Comp;possession_Age;possession_Born;possession_90s;possession_Touches;possession_Def Pen;possession_Def 3rd;possession_Mid 3rd;possession_Att 3rd;possession_Att Pen;possession_Live;possession_Att;possession_Succ;possession_Succ%;possession_Tkld;possession_Tkld%;possession_Carries;possession_TotDist;possession_PrgDist;possession_1/3;possession_CPA;possession_Mis;possession_Dis;possession_Rec;playingtime_Nation;playingtime_Pos;playingtime_Squad;playingtime_Comp;playingtime_Age;playingtime_Born;playingtime_MP;playingtime_Min;playingtime_Mn/MP;playingtime_Min%;playingtime_90s;playingtime_Starts;playingtime_Mn/Start;playingtime_Compl;playingtime_Subs;playingtime_Mn/Sub;playingtime_unSub;playingtime_PPM;playingtime_onG;playingtime_onGA;playingtime_+/-;playingtime_+/-90;playingtime_On-Off;misc_Nation;misc_Pos;misc_Squad;misc_Comp;misc_Age;misc_Born;misc_90s;misc_CrdY;misc_CrdR;misc_2CrdY;misc_Fls;misc_Fld;misc_Off;misc_Crs;misc_Int;misc_TklW;misc_PKwon;misc_PKcon;misc_OG
Branco Ampuero;cl CHI;DF;Univ Católica;Primera Division Chile;29;1993;23;21;1,738;193;0;1;1;0;0;0;4;0;0;5;5;0;5;cl CHI;DF;Univ Católica;Primera Division Chile;29;1993;193;0;5;2;400;26;10;0;0;0;0;0;cl CHI;DF;Univ Católica;Primera Division Chile;29;1993;193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;cl CHI;DF;Univ Católica;Primera Division Chile;29;1993;193;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;cl CHI;DF;Univ Católica;Primera Division Chile;29;1993;193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Univ Católica;Primera Division Chile;29;1993;193;0;9;0;0;0;0;0;0;0;0;0;0;39;0;0;0;cl CHI;DF;Univ Católica;Primera Division Chile;29;1993;193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Univ Católica;Primera Division Chile;29;1993;23;1,738;76;644;193;21;81;15;2;14;1;122;29;29;0;0;-47;cl CHI;DF;Univ Católica;Primera Division Chile;29;1993;193;4;0;0;11;12;2;5;39;9;0;0;0
Jorge Eduardo Ortiz;cl CHI;FW,MF;Univ Católica;Primera Division Chile;19;2004;12;5;425;47;1;0;1;1;0;0;1;0;21;0;21;21;21;cl CHI;FW,MF;Univ Católica;Primera Division Chile;19;2004;47;1;8;4;500;169;85;13;25;0;0;0;cl CHI;FW,MF;Univ Católica;Primera Division Chile;19;2004;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW,MF;Univ Católica;Primera Division Chile;19;2004;47;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;cl CHI;FW,MF;Univ Católica;Primera Division Chile;19;2004;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW,MF;Univ Católica;Primera Division Chile;19;2004;47;0;2;0;0;0;0;0;0;0;0;0;0;4;0;0;0;cl CHI;FW,MF;Univ Católica;Primera Division Chile;19;2004;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW,MF;Univ Católica;Primera Division Chile;19;2004;12;425;35;157;47;5;63;0;7;16;2;150;10;5;5;106;106;cl CHI;FW,MF;Univ Católica;Primera Division Chile;19;2004;47;1;0;0;2;14;1;20;4;2;0;0;0
Luis Hernández;cl CHI;FW;Univ Católica;Primera Division Chile;19;2004;5;0;50;6;0;1;1;0;0;0;1;0;0;180;180;0;180;cl CHI;FW;Univ Católica;Primera Division Chile;19;2004;6;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW;Univ Católica;Primera Division Chile;19;2004;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;cl CHI;FW;Univ Católica;Primera Division Chile;19;2004;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;cl CHI;FW;Univ Católica;Primera Division Chile;19;2004;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW;Univ Católica;Primera Division Chile;19;2004;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW;Univ Católica;Primera Division Chile;19;2004;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW;Univ Católica;Primera Division Chile;19;2004;5;50;10;19;6;0;0;0;5;10;5;220;1;1;0;0;-17;cl CHI;FW;Univ Católica;Primera Division Chile;19;2004;6;1;0;0;2;1;0;1;0;1;0;0;0
Byron Nieto;cl CHI;DF,MF;Univ Católica;Primera Division Chile;23;1999;24;14;1,253;139;0;1;1;0;0;0;4;0;0;7;7;0;7;cl CHI;DF,MF;Univ Católica;Primera Division Chile;23;1999;139;0;8;1;125;57;7;0;0;0;0;0;cl CHI;DF,MF;Univ Católica;Primera Division Chile;23;1999;139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;cl CHI;DF,MF;Univ Católica;Primera Division Chile;23;1999;139;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;cl CHI;DF,MF;Univ Católica;Primera Division Chile;23;1999;139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF,MF;Univ Católica;Primera Division Chile;23;1999;139;0;16;0;0;0;0;0;0;0;0;0;0;27;0;0;0;cl CHI;DF,MF;Univ Católica;Primera Division Chile;23;1999;139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF,MF;Univ Católica;Primera Division Chile;23;1999;24;1,253;52;464;139;14;79;8;10;14;6;138;20;25;-5;-36;-98;cl CHI;DF,MF;Univ Católica;Primera Division Chile;23;1999;139;4;0;0;12;12;0;64;27;16;0;0;0
Tomás Ahumada;cl CHI;GK;Audax Italiano;Primera Division Chile;21;2001;25;25;2,25;250;0;0;0;0;0;0;2;0;0;0;0;0;0;cl CHI;GK;Audax Italiano;Primera Division Chile;21;2001;250;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Audax Italiano;Primera Division Chile;21;2001;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Audax Italiano;Primera Division Chile;21;2001;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Audax Italiano;Primera Division Chile;21;2001;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Audax Italiano;Primera Division Chile;21;2001;250;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;cl CHI;GK;Audax Italiano;Primera Division Chile;21;2001;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Audax Italiano;Primera Division Chile;21;2001;25;2,25;90;833;250;25;90;25;0;0;5;132;30;32;-2;-8;92;cl CHI;GK;Audax Italiano;Primera Division Chile;21;2001;250;2;0;0;0;4;0;0;1;1;0;0;0
Gonzalo Alvarez;cl CHI;FW;Audax Italiano;Primera Division Chile;26;1997;22;2;430;48;0;0;0;0;0;0;3;2;0;0;0;0;0;cl CHI;FW;Audax Italiano;Primera Division Chile;26;1997;48;0;11;3;273;230;63;0;0;0;0;0;cl CHI;FW;Audax Italiano;Primera Division Chile;26;1997;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW;Audax Italiano;Primera Division Chile;26;1997;48;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;cl CHI;FW;Audax Italiano;Primera Division Chile;26;1997;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW;Audax Italiano;Primera Division Chile;26;1997;48;0;7;0;0;0;0;0;0;0;0;0;0;2;0;0;0;cl CHI;FW;Audax Italiano;Primera Division Chile;26;1997;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;FW;Audax Italiano;Primera Division Chile;26;1997;22;430;20;159;48;2;70;0;20;15;1;127;3;9;-6;-126;-122;cl CHI;FW;Audax Italiano;Primera Division Chile;26;1997;48;3;2;0;13;10;1;5;2;7;0;0;0
Nelson Acevedo;ar ARG;MF;La Calera;Primera Division Chile;34;1988;8;7;541;60;0;0;0;0;0;0;2;0;0;0;0;0;0;ar ARG;MF;La Calera;Primera Division Chile;34;1988;60;0;1;0;0;17;0;0;0;0;0;0;ar ARG;MF;La Calera;Primera Division Chile;34;1988;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;MF;La Calera;Primera Division Chile;34;1988;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;MF;La Calera;Primera Division Chile;34;1988;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;MF;La Calera;Primera Division Chile;34;1988;60;0;10;0;0;0;0;0;0;0;0;0;0;14;0;0;0;ar ARG;MF;La Calera;Primera Division Chile;34;1988;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;MF;La Calera;Primera Division Chile;34;1988;8;541;68;200;60;7;73;3;1;29;0;113;5;5;0;0;-4;ar ARG;MF;La Calera;Primera Division Chile;34;1988;60;2;0;0;8;6;0;0;14;10;0;0;0
Roberto Cereceda;cl CHI;DF,MF;Audax Italiano;Primera Division Chile;38;1984;19;9;733;81;0;0;0;0;0;0;7;0;0;0;0;0;0;cl CHI;DF,MF;Audax Italiano;Primera Division Chile;38;1984;81;0;1;0;0;12;0;0;0;0;0;0;cl CHI;DF,MF;Audax Italiano;Primera Division Chile;38;1984;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF,MF;Audax Italiano;Primera Division Chile;38;1984;81;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;cl CHI;DF,MF;Audax Italiano;Primera Division Chile;38;1984;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF,MF;Audax Italiano;Primera Division Chile;38;1984;81;0;11;0;0;0;0;0;0;0;0;0;0;9;0;0;0;cl CHI;DF,MF;Audax Italiano;Primera Division Chile;38;1984;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF,MF;Audax Italiano;Primera Division Chile;38;1984;19;733;39;271;81;9;67;2;10;13;7;135;8;12;-4;-49;-35;cl CHI;DF,MF;Audax Italiano;Primera Division Chile;38;1984;81;7;0;0;11;9;0;10;9;11;0;0;0
Ian Godoy;cl CHI;MF;Audax Italiano;Primera Division Chile;20;2003;1;0;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Audax Italiano;Primera Division Chile;20;2003;2;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Audax Italiano;Primera Division Chile;20;2003;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Audax Italiano;Primera Division Chile;20;2003;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Audax Italiano;Primera Division Chile;20;2003;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Audax Italiano;Primera Division Chile;20;2003;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;cl CHI;MF;Audax Italiano;Primera Division Chile;20;2003;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Audax Italiano;Primera Division Chile;20;2003;1;18;18;7;2;0;0;0;1;18;5;0;0;1;-1;-500;-480;cl CHI;MF;Audax Italiano;Primera Division Chile;20;2003;2;0;0;0;1;0;0;0;1;0;0;0;0
Carlos Labrín;cl CHI;DF;Audax Italiano;Primera Division Chile;32;1990;23;23;2,041;227;0;0;0;0;0;0;10;2;0;0;0;0;0;cl CHI;DF;Audax Italiano;Primera Division Chile;32;1990;227;0;6;0;0;26;0;0;0;0;0;0;cl CHI;DF;Audax Italiano;Primera Division Chile;32;1990;227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Audax Italiano;Primera Division Chile;32;1990;227;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;cl CHI;DF;Audax Italiano;Primera Division Chile;32;1990;227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Audax Italiano;Primera Division Chile;32;1990;227;0;18;0;0;0;0;0;0;0;0;0;0;20;0;0;0;cl CHI;DF;Audax Italiano;Primera Division Chile;32;1990;227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Audax Italiano;Primera Division Chile;32;1990;23;2,041;89;756;227;23;89;20;0;0;0;117;26;31;-5;-22;5;cl CHI;DF;Audax Italiano;Primera Division Chile;32;1990;227;10;2;1;18;8;1;1;20;18;0;0;0
Diego Buonanotte;ar ARG;FW,MF;La Calera;Primera Division Chile;34;1988;30;20;1,786;198;3;6;9;3;0;0;3;0;15;30;45;15;45;ar ARG;FW,MF;La Calera;Primera Division Chile;34;1988;198;3;44;16;364;222;81;7;19;0;0;0;ar ARG;FW,MF;La Calera;Primera Division Chile;34;1988;198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;ar ARG;FW,MF;La Calera;Primera Division Chile;34;1988;198;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;ar ARG;FW,MF;La Calera;Primera Division Chile;34;1988;198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;FW,MF;La Calera;Primera Division Chile;34;1988;198;0;9;0;0;0;0;0;0;0;0;0;0;7;0;0;0;ar ARG;FW,MF;La Calera;Primera Division Chile;34;1988;198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;FW,MF;La Calera;Primera Division Chile;34;1988;30;1,786;60;661;198;20;78;6;10;22;0;137;23;32;-9;-45;-144;ar ARG;FW,MF;La Calera;Primera Division Chile;34;1988;198;3;0;0;15;33;8;96;7;9;0;0;0
Cristóbal Muñoz;cl CHI;DF;Audax Italiano;Primera Division Chile;23;1999;1;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Audax Italiano;Primera Division Chile;23;1999;1;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Audax Italiano;Primera Division Chile;23;1999;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Audax Italiano;Primera Division Chile;23;1999;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Audax Italiano;Primera Division Chile;23;1999;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Audax Italiano;Primera Division Chile;23;1999;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Audax Italiano;Primera Division Chile;23;1999;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Audax Italiano;Primera Division Chile;23;1999;1;12;12;4;1;0;0;0;1;12;4;0;0;1;-1;-750;-730;cl CHI;DF;Audax Italiano;Primera Division Chile;23;1999;1;0;0;0;0;0;0;0;0;0;0;0;0
Joaquín Muñoz;cl CHI;GK;Audax Italiano;Primera Division Chile;32;1990;5;5;450;50;0;0;0;0;0;0;1;0;0;0;0;0;0;cl CHI;GK;Audax Italiano;Primera Division Chile;32;1990;50;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Audax Italiano;Primera Division Chile;32;1990;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Audax Italiano;Primera Division Chile;32;1990;50;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;cl CHI;GK;Audax Italiano;Primera Division Chile;32;1990;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Audax Italiano;Primera Division Chile;32;1990;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Audax Italiano;Primera Division Chile;32;1990;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;GK;Audax Italiano;Primera Division Chile;32;1990;5;450;90;167;50;5;90;5;0;0;23;40;6;11;-5;-100;-92;cl CHI;GK;Audax Italiano;Primera Division Chile;32;1990;50;1;0;0;0;2;0;1;0;0;0;0;0
Sebastián Pereira;cl CHI;DF;Audax Italiano;Primera Division Chile;24;1999;10;6;645;72;0;0;0;0;0;0;1;0;0;0;0;0;0;cl CHI;DF;Audax Italiano;Primera Division Chile;24;1999;72;0;4;0;0;56;0;0;0;0;0;0;cl CHI;DF;Audax Italiano;Primera Division Chile;24;1999;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Audax Italiano;Primera Division Chile;24;1999;72;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;cl CHI;DF;Audax Italiano;Primera Division Chile;24;1999;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Audax Italiano;Primera Division Chile;24;1999;72;0;7;0;0;0;0;0;0;0;0;0;0;11;0;0;0;cl CHI;DF;Audax Italiano;Primera Division Chile;24;1999;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Audax Italiano;Primera Division Chile;24;1999;10;645;65;239;72;6;87;5;4;31;5;130;11;12;-1;-14;12;cl CHI;DF;Audax Italiano;Primera Division Chile;24;1999;72;1;0;0;4;1;0;1;11;7;0;0;0
Javier Quiñones;cl CHI;MF;Audax Italiano;Primera Division Chile;20;2002;3;0;35;4;0;0;0;0;0;0;1;0;0;0;0;0;0;cl CHI;MF;Audax Italiano;Primera Division Chile;20;2002;4;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Audax Italiano;Primera Division Chile;20;2002;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Audax Italiano;Primera Division Chile;20;2002;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Audax Italiano;Primera Division Chile;20;2002;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Audax Italiano;Primera Division Chile;20;2002;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Audax Italiano;Primera Division Chile;20;2002;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Audax Italiano;Primera Division Chile;20;2002;3;35;12;13;4;0;0;0;3;12;1;133;1;0;1;257;284;cl CHI;MF;Audax Italiano;Primera Division Chile;20;2002;4;1;0;0;1;1;0;0;0;0;0;0;0
Bastián Tapia;cl CHI;DF;Audax Italiano;Primera Division Chile;20;2002;4;3;276;31;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Audax Italiano;Primera Division Chile;20;2002;31;0;1;0;0;33;0;0;0;0;0;0;cl CHI;DF;Audax Italiano;Primera Division Chile;20;2002;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Audax Italiano;Primera Division Chile;20;2002;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Audax Italiano;Primera Division Chile;20;2002;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Audax Italiano;Primera Division Chile;20;2002;31;0;4;0;0;0;0;0;0;0;0;0;0;4;0;0;0;cl CHI;DF;Audax Italiano;Primera Division Chile;20;2002;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Audax Italiano;Primera Division Chile;20;2002;4;276;69;102;31;3;90;3;1;6;2;100;4;7;-3;-98;-83;cl CHI;DF;Audax Italiano;Primera Division Chile;20;2002;31;0;0;0;6;0;0;0;4;4;0;0;0
Iván Contreras;cl CHI;DF;Cobresal;Primera Division Chile;21;2001;2;1;91;10;0;0;0;0;0;0;1;0;0;0;0;0;0;cl CHI;DF;Cobresal;Primera Division Chile;21;2001;10;0;4;0;0;396;0;0;0;0;0;0;cl CHI;DF;Cobresal;Primera Division Chile;21;2001;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Cobresal;Primera Division Chile;21;2001;10;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;cl CHI;DF;Cobresal;Primera Division Chile;21;2001;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Cobresal;Primera Division Chile;21;2001;10;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Cobresal;Primera Division Chile;21;2001;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF;Cobresal;Primera Division Chile;21;2001;2;91;46;34;10;1;90;1;1;1;4;50;0;0;0;0;-59;cl CHI;DF;Cobresal;Primera Division Chile;21;2001;10;1;0;0;1;0;0;6;0;3;0;0;0
Juan Freytes;ar ARG;DF;La Calera;Primera Division Chile;23;2000;24;19;1,796;200;2;0;2;2;0;0;6;0;10;0;10;10;10;ar ARG;DF;La Calera;Primera Division Chile;23;2000;200;2;15;5;333;75;25;13;40;0;0;0;ar ARG;DF;La Calera;Primera Division Chile;23;2000;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;DF;La Calera;Primera Division Chile;23;2000;200;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;ar ARG;DF;La Calera;Primera Division Chile;23;2000;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;DF;La Calera;Primera Division Chile;23;2000;200;0;22;0;0;0;0;0;0;0;0;0;0;31;0;0;0;ar ARG;DF;La Calera;Primera Division Chile;23;2000;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ar ARG;DF;La Calera;Primera Division Chile;23;2000;24;1,796;75;665;200;19;90;18;5;18;2;142;31;29;2;10;20;ar ARG;DF;La Calera;Primera Division Chile;23;2000;200;6;0;0;14;6;0;18;31;22;0;0;1
Marcelo Filla;cl CHI;DF;Cobresal;Primera Division Chile;24;1998;4;2;173;19;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF,MF;Deportes Magallanes;Primera Division Chile;24;1998;56;0;1;0;0;18;0;0;0;0;0;0;cl CHI;DF,MF;Deportes Magallanes;Primera Division Chile;24;1998;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF,MF;Deportes Magallanes;Primera Division Chile;24;1998;56;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;cl CHI;DF,MF;Deportes Magallanes;Primera Division Chile;24;1998;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF,MF;Deportes Magallanes;Primera Division Chile;24;1998;56;0;3;0;0;0;0;0;0;0;0;0;0;6;0;0;0;cl CHI;DF,MF;Deportes Magallanes;Primera Division Chile;24;1998;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;DF,MF;Deportes Magallanes;Primera Division Chile;24;1998;8;506;63;187;56;7;69;1;1;24;0;63;3;7;-4;-71;-34;cl CHI;DF,MF;Deportes Magallanes;Primera Division Chile;24;1998;56;3;0;0;7;5;0;17;6;3;0;0;0
Benjamin Osses;cl CHI;MF;Cobresal;Primera Division Chile;20;2002;3;2;107;12;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Cobresal;Primera Division Chile;20;2002;12;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Cobresal;Primera Division Chile;20;2002;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Cobresal;Primera Division Chile;20;2002;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Cobresal;Primera Division Chile;20;2002;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Cobresal;Primera Division Chile;20;2002;12;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Cobresal;Primera Division Chile;20;2002;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;cl CHI;MF;Cobresal;Primera Division Chile;20;2002;3;107;36;40;12;2;45;0;1;17;0;233;0;3;-3;-252;-322;cl CHI;MF;Cobresal;Primera Division Chile;20;2002;12;0;0;0;1;1;0;0;0;1;0;0;0
