Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_xG,stats_npxG,stats_xAG,stats_npxG+xAG,stats_PrgC,stats_PrgP,stats_PrgR,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_G+A-PK,stats_xG,stats_xAG,stats_xG+xAG,stats_npxG,stats_npxG+xAG,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_FK,shooting_PK,shooting_PKatt,shooting_xG,shooting_npxG,shooting_npxG/Sh,shooting_G-xG,shooting_np:G-xG,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Ast,passing_xAG,passing_xA,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_PrgC,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,possession_PrgR,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,playingtime_onxG,playingtime_onxGA,playingtime_xG+/-,playingtime_xG+/-90,playingtime_On-Off,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG,misc_Recov,misc_Won,misc_Lost,misc_Won%
Alban Lafont,fr FRA,GK,Nantes,Ligue 1,24,1999,28,28,"2,496",27.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,fr FRA,GK,Nantes,Ligue 1,24,1999,27.7,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,fr FRA,GK,Nantes,Ligue 1,24,1999,27.7,720,1006,71.6,19485,13677,143,144,99.3,359,364,98.6,214,493,43.4,0,0.0,0.0,0.0,0,14,0,0,3,fr FRA,GK,Nantes,Ligue 1,24,1999,27.7,1006,770,235,69,0,3,0,0,0,0,0,0,720,1,0,fr FRA,GK,Nantes,Ligue 1,24,1999,27.7,6,0.22,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,fr FRA,GK,Nantes,Ligue 1,24,1999,27.7,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,14,0,fr FRA,GK,Nantes,Ligue 1,24,1999,27.7,1081,914,1075,6,0,0,1081,1,0,0.0,0,0.0,768,3646,1792,0,0,0,1,0,561,0,fr FRA,GK,Nantes,Ligue 1,24,1999,28,"2,496",89,81.6,27.7,28,89,27,0,0,1,0.89,20,43,-23,-0.83,-0.51,30.3,40.3,-10.0,-0.36,+0.51,fr FRA,GK,Nantes,Ligue 1,24,1999,27.7,2,0,0,1,4,0,0,0,0,0,1,0,37,11,1,91.7
Kenny Lala,mg MAD,DF,Brest,Ligue 1,31,1991,33,33,"2,970",33.0,2,3,5,2,0,0,7,0,0.5,0.5,3.3,3.8,45,200,98,0.06,0.09,0.15,0.06,0.15,0.01,0.10,0.12,0.01,0.12,mg MAD,DF,Brest,Ligue 1,31,1991,33.0,2,14,7,50.0,0.42,0.21,0.14,0.29,26.3,4,0,0,0.5,0.5,0.03,+1.5,+1.5,mg MAD,DF,Brest,Ligue 1,31,1991,33.0,1713,2195,78.0,35548,12428,600,693,86.6,773,938,82.4,321,488,65.8,3,3.3,4.3,-0.3,35,164,45,19,200,mg MAD,DF,Brest,Ligue 1,31,1991,33.0,2195,1784,404,85,0,20,143,310,9,3,6,0,1713,7,62,mg MAD,DF,Brest,Ligue 1,31,1991,33.0,98,2.97,74,18,2,3,1,0,9,0.27,7,2,0,0,0,0,mg MAD,DF,Brest,Ligue 1,31,1991,33.0,78,51,39,28,11,30,56,53.6,26,27,6,21,28,106,75,1,mg MAD,DF,Brest,Ligue 1,31,1991,33.0,2471,130,687,1276,545,14,2471,38,19,50.0,18,47.4,1617,9146,3750,45,51,3,21,12,1461,98,mg MAD,DF,Brest,Ligue 1,31,1991,33,"2,970",90,97.1,33.0,33,90,33,0,0,0,1.85,50,30,+20,+0.61,+1.61,46.5,37.1,+9.5,+0.29,+0.70,mg MAD,DF,Brest,Ligue 1,31,1991,33.0,7,0,0,24,25,0,143,28,51,0,0,0,221,7,14,33.3
Mathis Lambourde,fr FRA,FW,Rennes,Ligue 1,17,2006,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,fr FRA,FW,Rennes,Ligue 1,17,2006,0.1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,fr FRA,FW,Rennes,Ligue 1,17,2006,0.1,4,5,80.0,45,13,3,4,75.0,1,1,100.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,fr FRA,FW,Rennes,Ligue 1,17,2006,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,fr FRA,FW,Rennes,Ligue 1,17,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,fr FRA,FW,Rennes,Ligue 1,17,2006,0.1,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,fr FRA,FW,Rennes,Ligue 1,17,2006,0.1,9,1,3,3,3,0,9,0,0,0,0,0,6,33,10,1,0,0,1,0,4,2,fr FRA,FW,Rennes,Ligue 1,17,2006,1,10,10,0.3,0.1,0,0,0,1,10,11,1.00,1,0,+1,+9.00,+8.82,0.2,0.1,+0.1,+0.71,+0.37,fr FRA,FW,Rennes,Ligue 1,17,2006,0.1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2,33.3
Mohamed Lamine Bayo,gn GUI,FW,Le Havre,Ligue 1,25,1998,22,16,"1,389",15.4,5,1,6,3,2,2,4,0,7.2,5.7,0.6,6.2,18,20,115,0.32,0.06,0.39,0.19,0.26,0.47,0.04,0.51,0.37,0.40,gn GUI,FW,Le Havre,Ligue 1,25,1998,15.4,5,43,15,34.9,2.79,0.97,0.07,0.20,13.2,0,2,2,7.2,5.7,0.13,-2.2,-2.7,gn GUI,FW,Le Havre,Ligue 1,25,1998,15.4,201,310,64.8,2723,559,115,163,70.6,62,94,66.0,6,13,46.2,1,0.6,0.6,+0.4,13,17,11,1,20,gn GUI,FW,Le Havre,Ligue 1,25,1998,15.4,310,283,26,0,3,2,8,0,0,0,0,0,201,1,14,gn GUI,FW,Le Havre,Ligue 1,25,1998,15.4,39,2.53,26,0,5,6,1,1,6,0.39,3,0,2,1,0,0,gn GUI,FW,Le Havre,Ligue 1,25,1998,15.4,13,5,2,5,6,2,10,20.0,8,8,1,7,2,15,11,0,gn GUI,FW,Le Havre,Ligue 1,25,1998,15.4,479,11,31,205,245,77,477,39,17,43.6,20,51.3,325,1611,585,18,16,14,35,24,346,115,gn GUI,FW,Le Havre,Ligue 1,25,1998,22,"1,389",63,45.4,15.4,16,81,4,6,16,1,0.91,14,17,-3,-0.19,+0.24,19.2,19.1,+0.1,+0.01,+0.72,gn GUI,FW,Le Havre,Ligue 1,25,1998,15.4,4,0,0,14,13,7,8,2,5,0,0,0,30,36,42,46.2
Didier Lamkel Zé,cm CMR,"FW,MF",Metz,Ligue 1,26,1996,9,7,550,6.1,1,0,1,1,0,0,1,0,1.6,1.6,0.9,2.5,15,19,23,0.16,0.00,0.16,0.16,0.16,0.26,0.15,0.41,0.26,0.41,cm CMR,"FW,MF",Metz,Ligue 1,26,1996,6.1,1,11,3,27.3,1.80,0.49,0.09,0.33,16.4,0,0,0,1.6,1.6,0.14,-0.6,-0.6,cm CMR,"FW,MF",Metz,Ligue 1,26,1996,6.1,137,190,72.1,2652,608,54,67,80.6,61,81,75.3,17,28,60.7,0,0.9,0.2,-0.9,6,14,3,0,19,cm CMR,"FW,MF",Metz,Ligue 1,26,1996,6.1,190,179,10,5,0,6,13,1,2,1,0,0,137,1,5,cm CMR,"FW,MF",Metz,Ligue 1,26,1996,6.1,15,2.45,13,1,0,1,0,0,0,0.00,0,0,0,0,0,0,cm CMR,"FW,MF",Metz,Ligue 1,26,1996,6.1,7,2,2,4,1,2,5,40.0,3,4,0,4,0,7,11,0,cm CMR,"FW,MF",Metz,Ligue 1,26,1996,6.1,262,15,45,134,89,15,262,17,6,35.3,11,64.7,192,1239,542,15,19,4,11,7,190,23,cm CMR,"FW,MF",Metz,Ligue 1,26,1996,9,550,61,18.0,6.1,7,75,2,2,13,3,0.78,7,11,-4,-0.65,+0.03,8.8,10.9,-2.1,-0.35,+0.30,cm CMR,"FW,MF",Metz,Ligue 1,26,1996,6.1,1,0,0,14,11,3,13,0,2,0,0,0,26,13,21,38.2
Julien Laporte,fr FRA,DF,Lorient,Ligue 1,29,1993,23,20,"1,818",20.2,0,0,0,0,0,0,4,0,0.8,0.8,0.0,0.8,5,56,3,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,fr FRA,DF,Lorient,Ligue 1,29,1993,20.2,0,13,1,7.7,0.64,0.05,0.00,0.00,12.3,0,0,0,0.8,0.8,0.06,-0.8,-0.8,fr FRA,DF,Lorient,Ligue 1,29,1993,20.2,883,1023,86.3,18687,7085,251,271,92.6,482,515,93.6,140,219,63.9,0,0.0,0.3,0.0,1,66,7,1,56,fr FRA,DF,Lorient,Ligue 1,29,1993,20.2,1023,975,45,20,0,5,1,1,0,0,0,0,883,3,5,fr FRA,DF,Lorient,Ligue 1,29,1993,20.2,8,0.40,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,fr FRA,DF,Lorient,Ligue 1,29,1993,20.2,23,14,15,7,1,16,36,44.4,20,36,26,10,11,34,116,1,fr FRA,DF,Lorient,Ligue 1,29,1993,20.2,1234,238,656,550,32,16,1234,2,1,50.0,1,50.0,876,4611,2433,5,3,1,1,2,819,3,fr FRA,DF,Lorient,Ligue 1,29,1993,23,"1,818",79,59.4,20.2,20,85,17,3,39,10,0.83,31,47,-16,-0.79,-0.28,24.1,36.1,-12.0,-0.59,-0.21,fr FRA,DF,Lorient,Ligue 1,29,1993,20.2,4,0,0,20,9,1,1,11,14,0,1,0,73,38,34,52.8
Théo Le Bris,fr FRA,"DF,MF",Lorient,Ligue 1,20,2002,26,15,"1,516",16.8,0,2,2,0,0,0,2,0,1.2,1.2,1.6,2.8,56,58,117,0.00,0.12,0.12,0.00,0.12,0.07,0.10,0.17,0.07,0.17,fr FRA,"DF,MF",Lorient,Ligue 1,20,2002,16.8,0,13,2,15.4,0.77,0.12,0.00,0.00,17.4,0,0,0,1.2,1.2,0.09,-1.2,-1.2,fr FRA,"DF,MF",Lorient,Ligue 1,20,2002,16.8,531,680,78.1,7815,2186,305,360,84.7,195,243,80.2,16,34,47.1,2,1.6,1.1,+0.4,13,21,18,2,58,fr FRA,"DF,MF",Lorient,Ligue 1,20,2002,16.8,680,602,75,2,0,1,33,68,3,2,0,0,531,3,16,fr FRA,"DF,MF",Lorient,Ligue 1,20,2002,16.8,28,1.66,20,1,1,4,2,0,4,0.24,1,0,0,2,1,0,fr FRA,"DF,MF",Lorient,Ligue 1,20,2002,16.8,35,22,25,7,3,19,40,47.5,21,24,3,21,12,47,42,0,fr FRA,"DF,MF",Lorient,Ligue 1,20,2002,16.8,876,49,248,320,317,34,876,35,16,45.7,17,48.6,597,3700,1724,56,38,8,30,7,551,117,fr FRA,"DF,MF",Lorient,Ligue 1,20,2002,26,"1,516",58,49.5,16.8,15,84,8,11,23,8,1.00,22,27,-5,-0.30,+0.75,16.0,25.0,-9.0,-0.53,-0.05,fr FRA,"DF,MF",Lorient,Ligue 1,20,2002,16.8,2,0,0,7,10,0,33,12,22,0,0,0,61,7,11,38.9
Julien Le Cardinal,fr FRA,DF,Brest,Ligue 1,25,1997,12,5,473,5.3,0,0,0,0,0,0,3,0,0.3,0.3,0.1,0.4,3,24,4,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.08,0.05,0.08,fr FRA,DF,Brest,Ligue 1,25,1997,5.3,0,4,2,50.0,0.76,0.38,0.00,0.00,17.3,0,0,0,0.3,0.3,0.07,-0.3,-0.3,fr FRA,DF,Brest,Ligue 1,25,1997,5.3,212,258,82.2,4339,1880,68,80,85.0,92,107,86.0,44,58,75.9,0,0.1,0.1,-0.1,2,18,0,0,24,fr FRA,DF,Brest,Ligue 1,25,1997,5.3,258,246,11,5,0,3,5,6,0,0,0,0,212,1,3,fr FRA,DF,Brest,Ligue 1,25,1997,5.3,9,1.71,4,1,1,1,1,1,2,0.38,1,0,0,0,1,0,fr FRA,DF,Brest,Ligue 1,25,1997,5.3,19,11,11,7,1,8,12,66.7,4,6,3,3,13,32,26,0,fr FRA,DF,Brest,Ligue 1,25,1997,5.3,343,39,160,157,28,7,343,5,3,60.0,2,40.0,201,1334,646,3,4,0,5,1,180,4,fr FRA,DF,Brest,Ligue 1,25,1997,12,473,39,15.5,5.3,5,88,4,7,5,13,1.83,9,8,+1,+0.19,-0.44,6.9,6.3,+0.6,+0.11,-0.19,fr FRA,DF,Brest,Ligue 1,25,1997,5.3,3,0,0,7,5,0,5,13,11,0,0,0,20,11,9,55.0
Julien Le Cardinal,fr FRA,DF,Lens,Ligue 1,25,1997,2,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,fr FRA,DF,Brest,Ligue 1,25,1997,5.3,0,4,2,50.0,0.76,0.38,0.00,0.00,17.3,0,0,0,0.3,0.3,0.07,-0.3,-0.3,fr FRA,DF,Brest,Ligue 1,25,1997,5.3,212,258,82.2,4339,1880,68,80,85.0,92,107,86.0,44,58,75.9,0,0.1,0.1,-0.1,2,18,0,0,24,fr FRA,DF,Brest,Ligue 1,25,1997,5.3,258,246,11,5,0,3,5,6,0,0,0,0,212,1,3,fr FRA,DF,Brest,Ligue 1,25,1997,5.3,9,1.71,4,1,1,1,1,1,2,0.38,1,0,0,0,1,0,fr FRA,DF,Brest,Ligue 1,25,1997,5.3,19,11,11,7,1,8,12,66.7,4,6,3,3,13,32,26,0,fr FRA,DF,Brest,Ligue 1,25,1997,5.3,343,39,160,157,28,7,343,5,3,60.0,2,40.0,201,1334,646,3,4,0,5,1,180,4,fr FRA,DF,Brest,Ligue 1,25,1997,12,473,39,15.5,5.3,5,88,4,7,5,13,1.83,9,8,+1,+0.19,-0.44,6.9,6.3,+0.6,+0.11,-0.19,fr FRA,DF,Brest,Ligue 1,25,1997,5.3,3,0,0,7,5,0,5,13,11,0,0,0,20,11,9,55.0
Jérémy Le Douaron,fr FRA,FW,Brest,Ligue 1,25,1998,33,19,"1,618",18.0,4,0,4,4,0,0,3,0,6.2,6.2,1.0,7.2,48,21,130,0.22,0.00,0.22,0.22,0.22,0.34,0.06,0.40,0.34,0.40,fr FRA,FW,Brest,Ligue 1,25,1998,18.0,4,50,19,38.0,2.78,1.06,0.08,0.21,13.2,0,0,0,6.2,6.2,0.12,-2.2,-2.2,fr FRA,FW,Brest,Ligue 1,25,1998,18.0,252,387,65.1,3702,739,145,196,74.0,73,105,69.5,18,37,48.6,0,1.0,1.5,-1.0,10,11,8,5,21,fr FRA,FW,Brest,Ligue 1,25,1998,18.0,387,385,2,1,1,3,44,1,0,0,0,0,252,0,21,fr FRA,FW,Brest,Ligue 1,25,1998,18.0,32,1.78,21,0,4,3,4,0,4,0.22,2,0,0,1,1,0,fr FRA,FW,Brest,Ligue 1,25,1998,18.0,21,10,7,9,5,11,26,42.3,15,14,1,13,2,23,10,0,fr FRA,FW,Brest,Ligue 1,25,1998,18.0,626,14,72,227,334,83,626,60,16,26.7,35,58.3,453,3288,1227,48,31,15,53,24,460,130,fr FRA,FW,Brest,Ligue 1,25,1998,33,"1,618",49,52.9,18.0,19,72,2,14,18,0,1.82,24,19,+5,+0.28,-0.60,23.5,23.1,+0.4,+0.02,-0.52,fr FRA,FW,Brest,Ligue 1,25,1998,18.0,3,0,0,29,31,3,44,2,10,1,1,0,64,48,46,51.1
Enzo Le Fée,fr FRA,MF,Rennes,Ligue 1,23,2000,25,19,"1,527",17.0,0,1,1,0,0,0,3,0,0.5,0.5,1.8,2.3,45,124,58,0.00,0.06,0.06,0.00,0.06,0.03,0.11,0.14,0.03,0.14,fr FRA,MF,Rennes,Ligue 1,23,2000,17.0,0,12,0,0.0,0.71,0.00,0.00,0,22.6,2,0,0,0.5,0.5,0.04,-0.5,-0.5,fr FRA,MF,Rennes,Ligue 1,23,2000,17.0,897,1043,86.0,14631,4647,440,494,89.1,344,389,88.4,72,101,71.3,1,1.8,2.5,-0.8,28,112,26,2,124,fr FRA,MF,Rennes,Ligue 1,23,2000,17.0,1043,998,44,27,5,14,24,6,10,3,5,0,897,1,11,fr FRA,MF,Rennes,Ligue 1,23,2000,17.0,57,3.36,47,4,2,2,1,1,1,0.06,1,0,0,0,0,0,fr FRA,MF,Rennes,Ligue 1,23,2000,17.0,50,35,23,17,10,23,47,48.9,24,17,3,14,19,69,20,0,fr FRA,MF,Rennes,Ligue 1,23,2000,17.0,1239,48,227,691,344,19,1239,53,29,54.7,22,41.5,966,5512,2446,45,48,7,33,24,893,58,fr FRA,MF,Rennes,Ligue 1,23,2000,25,"1,527",61,49.9,17.0,19,74,6,6,19,1,1.12,25,24,+1,+0.06,-0.29,26.3,18.5,+7.9,+0.46,+0.23,fr FRA,MF,Rennes,Ligue 1,23,2000,17.0,3,0,0,24,18,0,24,19,35,0,0,0,127,11,12,47.8
Vincent Le Goff,fr FRA,"DF,MF",Lorient,Ligue 1,33,1989,9,8,541,6.0,1,1,2,1,0,0,1,0,0.1,0.1,0.9,1.0,9,22,51,0.17,0.17,0.33,0.17,0.33,0.02,0.15,0.17,0.02,0.17,fr FRA,"DF,MF",Lorient,Ligue 1,33,1989,6.0,1,4,1,25.0,0.67,0.17,0.25,1.00,16.6,0,0,0,0.1,0.1,0.03,+0.9,+0.9,fr FRA,"DF,MF",Lorient,Ligue 1,33,1989,6.0,252,322,78.3,3932,1509,135,152,88.8,92,118,78.0,18,37,48.6,1,0.9,0.9,+0.1,9,17,4,0,22,fr FRA,"DF,MF",Lorient,Ligue 1,33,1989,6.0,322,280,40,3,1,0,18,34,3,1,2,0,252,2,7,fr FRA,"DF,MF",Lorient,Ligue 1,33,1989,6.0,13,2.17,11,2,0,0,0,0,1,0.17,1,0,0,0,0,0,fr FRA,"DF,MF",Lorient,Ligue 1,33,1989,6.0,5,0,4,0,1,4,8,50.0,4,11,3,8,3,8,10,0,fr FRA,"DF,MF",Lorient,Ligue 1,33,1989,6.0,372,19,130,128,118,9,372,4,4,100.0,0,0.0,261,1333,720,9,10,1,4,2,234,51,fr FRA,"DF,MF",Lorient,Ligue 1,33,1989,9,541,60,17.7,6.0,8,66,1,1,12,7,0.78,8,13,-5,-0.83,-0.19,5.9,10.6,-4.8,-0.79,-0.35,fr FRA,"DF,MF",Lorient,Ligue 1,33,1989,6.0,1,0,0,3,5,2,18,3,0,0,0,0,35,2,2,50.0
Adrien Lebeau,fr FRA,"MF,FW",Brest,Ligue 1,24,1999,7,0,54,0.6,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.5,1,0,5,0.00,1.67,1.67,0.00,1.67,0.10,0.77,0.87,0.10,0.87,fr FRA,"MF,FW",Brest,Ligue 1,24,1999,0.6,0,2,0,0.0,3.33,0.00,0.00,0,30.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,fr FRA,"MF,FW",Brest,Ligue 1,24,1999,0.6,19,29,65.5,284,93,10,13,76.9,7,8,87.5,1,4,25.0,1,0.5,0.3,+0.5,4,2,0,0,0,fr FRA,"MF,FW",Brest,Ligue 1,24,1999,0.6,29,26,3,0,0,0,3,0,3,2,1,0,19,0,3,fr FRA,"MF,FW",Brest,Ligue 1,24,1999,0.6,4,6.67,3,1,0,0,0,0,1,1.67,1,0,0,0,0,0,fr FRA,"MF,FW",Brest,Ligue 1,24,1999,0.6,0,0,0,0,0,0,3,0.0,3,2,1,1,0,0,1,0,fr FRA,"MF,FW",Brest,Ligue 1,24,1999,0.6,42,1,8,19,16,2,42,1,0,0.0,1,100.0,30,138,54,1,2,1,2,1,28,5,fr FRA,"MF,FW",Brest,Ligue 1,24,1999,7,54,8,1.8,0.6,0,0,0,7,8,20,2.43,1,0,+1,+1.67,+1.13,0.8,0.5,+0.2,+0.40,+0.13,fr FRA,"MF,FW",Brest,Ligue 1,24,1999,0.6,0,0,0,1,2,0,3,0,0,0,0,0,5,0,3,0.0
Jean-Louis Leca,fr FRA,GK,Lens,Ligue 1,37,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,fr FRA,GK,Lens,Ligue 1,37,1985,1.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,fr FRA,GK,Lens,Ligue 1,37,1985,1.0,16,26,61.5,315,199,4,5,80.0,10,10,100.0,2,11,18.2,0,0.0,0.0,0.0,0,0,0,0,0,fr FRA,GK,Lens,Ligue 1,37,1985,1.0,26,20,6,2,0,0,0,0,0,0,0,0,16,0,1,fr FRA,GK,Lens,Ligue 1,37,1985,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,fr FRA,GK,Lens,Ligue 1,37,1985,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,fr FRA,GK,Lens,Ligue 1,37,1985,1.0,28,24,28,0,0,0,28,0,0,0,0,0,20,100,46,0,0,0,0,0,16,0,fr FRA,GK,Lens,Ligue 1,37,1985,1,90,90,2.9,1.0,1,90,1,0,0,33,1.00,2,2,0,0.00,-0.24,5.2,0.8,+4.4,+4.41,+4.32,fr FRA,GK,Lens,Ligue 1,37,1985,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Benjamin Lecomte,fr FRA,GK,Montpellier,Ligue 1,32,1991,30,30,"2,700",30.0,0,1,1,0,0,0,1,0,0.0,0.0,0.5,0.5,0,0,0,0.00,0.03,0.03,0.00,0.03,0.00,0.02,0.02,0.00,0.02,fr FRA,GK,Montpellier,Ligue 1,32,1991,30.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,fr FRA,GK,Montpellier,Ligue 1,32,1991,30.0,670,1006,66.6,19197,14917,102,104,98.1,303,312,97.1,260,580,44.8,1,0.5,0.1,+0.5,2,10,0,0,0,fr FRA,GK,Montpellier,Ligue 1,32,1991,30.0,1006,669,333,112,0,2,0,0,0,0,0,0,670,4,1,fr FRA,GK,Montpellier,Ligue 1,32,1991,30.0,8,0.27,6,2,0,0,0,0,1,0.03,1,0,0,0,0,0,fr FRA,GK,Montpellier,Ligue 1,32,1991,30.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,16,1,fr FRA,GK,Montpellier,Ligue 1,32,1991,30.0,1082,846,1067,16,0,0,1082,0,0,0,0,0,699,4248,2923,0,0,0,0,0,467,0,fr FRA,GK,Montpellier,Ligue 1,32,1991,30,"2,700",90,88.2,30.0,30,90,30,0,0,0,1.27,37,37,0,0.00,+1.25,41.4,40.5,+0.8,+0.03,+1.44,fr FRA,GK,Montpellier,Ligue 1,32,1991,30.0,1,0,0,0,2,0,0,0,0,0,0,1,14,6,0,100.0
Pierre Lees-Melou,fr FRA,MF,Brest,Ligue 1,30,1993,29,29,"2,517",28.0,4,0,4,4,0,0,12,1,2.4,2.4,2.4,4.8,51,193,43,0.14,0.00,0.14,0.14,0.14,0.09,0.08,0.17,0.09,0.17,fr FRA,MF,Brest,Ligue 1,30,1993,28.0,4,52,13,25.0,1.86,0.46,0.08,0.31,22.8,0,0,0,2.4,2.4,0.05,+1.6,+1.6,fr FRA,MF,Brest,Ligue 1,30,1993,28.0,1425,1673,85.2,28610,9103,519,584,88.9,619,692,89.5,246,327,75.2,0,2.4,3.0,-2.4,27,152,22,3,193,fr FRA,MF,Brest,Ligue 1,30,1993,28.0,1673,1618,54,48,6,32,31,5,1,0,0,0,1425,1,26,fr FRA,MF,Brest,Ligue 1,30,1993,28.0,84,3.00,60,0,5,9,3,7,5,0.18,3,0,1,0,0,1,fr FRA,MF,Brest,Ligue 1,30,1993,28.0,96,67,51,41,4,49,129,38.0,80,61,11,50,43,139,64,3,fr FRA,MF,Brest,Ligue 1,30,1993,28.0,2091,125,606,1158,368,43,2091,44,29,65.9,14,31.8,1529,9024,3989,51,56,13,43,12,1328,43,fr FRA,MF,Brest,Ligue 1,30,1993,29,"2,517",87,82.3,28.0,29,87,25,0,0,0,1.83,47,29,+18,+0.64,+0.48,42.8,31.8,+11.0,+0.39,+0.72,fr FRA,MF,Brest,Ligue 1,30,1993,28.0,12,1,1,47,57,1,31,43,67,0,0,0,270,20,12,62.5
