Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_xG,stats_npxG,stats_xAG,stats_npxG+xAG,stats_PrgC,stats_PrgP,stats_PrgR,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_G+A-PK,stats_xG,stats_xAG,stats_xG+xAG,stats_npxG,stats_npxG+xAG,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_FK,shooting_PK,shooting_PKatt,shooting_xG,shooting_npxG,shooting_npxG/Sh,shooting_G-xG,shooting_np:G-xG,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Ast,passing_xAG,passing_xA,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_PrgC,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,possession_PrgR,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,playingtime_onxG,playingtime_onxGA,playingtime_xG+/-,playingtime_xG+/-90,playingtime_On-Off,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG,misc_Recov,misc_Won,misc_Lost,misc_Won%
Axel Guessand,fr FRA,DF,Udinese,Serie A,18,2004,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,fr FRA,DF,Udinese,Serie A,18,2004,0.5,0,1,0,0.0,2.00,0.00,0.00,0,12.5,0,0,0,0.0,0.0,0.01,0.0,0.0,fr FRA,DF,Udinese,Serie A,18,2004,0.5,21,27,77.8,471,141,5,7,71.4,14,16,87.5,2,4,50.0,0,0.0,0.0,0.0,0,3,0,0,1,fr FRA,DF,Udinese,Serie A,18,2004,0.5,27,27,0,0,0,1,0,0,0,0,0,0,21,0,0,fr FRA,DF,Udinese,Serie A,18,2004,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,fr FRA,DF,Udinese,Serie A,18,2004,0.5,1,1,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0,fr FRA,DF,Udinese,Serie A,18,2004,0.5,33,1,10,22,1,1,33,0,0,0,0,0,21,108,63,1,0,0,3,0,25,1,fr FRA,DF,Udinese,Serie A,18,2004,1,45,45,1.3,0.5,0,0,0,1,45,12,1.00,0,0,0,0.00,+0.43,0.4,0.8,-0.4,-0.81,-0.55,fr FRA,DF,Udinese,Serie A,18,2004,0.5,0,0,0,0,1,0,0,0,1,0,0,0,3,1,1,50.0
Albert Guðmundsson,is ISL,"FW,MF",Genoa,Serie A,26,1997,35,34,"3,016",33.5,14,4,18,10,4,5,4,0,9.9,5.8,5.2,11.0,82,120,168,0.42,0.12,0.54,0.30,0.42,0.30,0.16,0.45,0.17,0.33,is ISL,"FW,MF",Genoa,Serie A,26,1997,33.5,14,52,19,36.5,1.55,0.57,0.19,0.53,20.8,8,4,5,9.9,5.8,0.11,+4.1,+4.2,is ISL,"FW,MF",Genoa,Serie A,26,1997,33.5,907,1213,74.8,15139,4812,447,514,87.0,282,359,78.6,120,230,52.2,4,5.2,6.5,-1.2,81,86,34,8,120,is ISL,"FW,MF",Genoa,Serie A,26,1997,33.5,1213,1006,204,80,5,8,179,16,93,34,48,2,907,3,34,is ISL,"FW,MF",Genoa,Serie A,26,1997,33.5,144,4.30,57,61,3,10,13,0,15,0.45,8,3,1,2,1,0,is ISL,"FW,MF",Genoa,Serie A,26,1997,33.5,23,10,8,10,5,12,44,27.3,32,15,2,13,11,34,13,0,is ISL,"FW,MF",Genoa,Serie A,26,1997,33.5,1526,18,168,708,678,71,1521,96,42,43.8,41,42.7,900,6120,2951,82,71,17,89,51,1031,168,is ISL,"FW,MF",Genoa,Serie A,26,1997,35,"3,016",86,88.2,33.5,34,88,26,1,24,0,1.34,40,37,+3,+0.09,+0.76,31.9,35.9,-4.0,-0.12,+0.58,is ISL,"FW,MF",Genoa,Serie A,26,1997,33.5,4,0,0,28,46,11,179,11,10,1,0,0,136,3,22,12.0
Emmanuel Gyasi,gh GHA,"DF,FW",Empoli,Serie A,29,1994,33,21,"1,879",20.9,1,2,3,1,0,0,8,0,3.5,3.5,1.5,5.0,15,41,60,0.05,0.10,0.14,0.05,0.14,0.17,0.07,0.24,0.17,0.24,gh GHA,"DF,FW",Empoli,Serie A,29,1994,20.9,1,16,6,37.5,0.77,0.29,0.06,0.17,10.5,0,0,0,3.5,3.5,0.22,-2.5,-2.5,gh GHA,"DF,FW",Empoli,Serie A,29,1994,20.9,412,550,74.9,5864,1972,244,292,83.6,138,177,78.0,12,29,41.4,2,1.5,1.0,+0.5,10,22,14,3,41,gh GHA,"DF,FW",Empoli,Serie A,29,1994,20.9,550,500,45,3,1,0,23,41,0,0,0,0,412,5,23,gh GHA,"DF,FW",Empoli,Serie A,29,1994,20.9,27,1.29,17,2,1,4,2,1,3,0.14,3,0,0,0,0,0,gh GHA,"DF,FW",Empoli,Serie A,29,1994,20.9,34,17,18,13,3,15,32,46.9,17,30,12,18,5,39,27,1,gh GHA,"DF,FW",Empoli,Serie A,29,1994,20.9,739,49,187,351,212,34,739,21,3,14.3,15,71.4,398,1793,639,15,14,4,25,21,432,60,gh GHA,"DF,FW",Empoli,Serie A,29,1994,33,"1,879",57,54.9,20.9,21,80,13,12,16,4,0.97,17,25,-8,-0.38,+0.61,19.0,26.5,-7.5,-0.36,+0.18,gh GHA,"DF,FW",Empoli,Serie A,29,1994,20.9,8,0,0,40,21,6,23,5,17,0,0,0,90,17,37,31.5
Norbert Gyömbér,sk SVK,DF,Salernitana,Serie A,31,1992,22,20,"1,760",19.6,0,0,0,0,0,0,9,0,0.2,0.2,0.2,0.3,4,42,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,sk SVK,DF,Salernitana,Serie A,31,1992,19.6,0,4,0,0.0,0.20,0.00,0.00,0,13.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,sk SVK,DF,Salernitana,Serie A,31,1992,19.6,630,750,84.0,11574,4495,229,258,88.8,335,374,89.6,57,99,57.6,0,0.2,0.1,-0.2,5,33,0,0,42,sk SVK,DF,Salernitana,Serie A,31,1992,19.6,750,709,39,30,0,1,0,9,0,0,0,0,630,2,2,sk SVK,DF,Salernitana,Serie A,31,1992,19.6,9,0.46,8,0,1,0,0,0,1,0.05,1,0,0,0,0,0,sk SVK,DF,Salernitana,Serie A,31,1992,19.6,36,18,30,6,0,20,26,76.9,6,33,23,10,23,59,77,2,sk SVK,DF,Salernitana,Serie A,31,1992,19.6,961,137,491,442,34,8,961,9,5,55.6,3,33.3,427,2249,799,4,3,0,16,2,460,2,sk SVK,DF,Salernitana,Serie A,31,1992,22,"1,760",80,51.5,19.6,20,82,14,2,58,3,0.55,16,41,-25,-1.28,+0.02,14.9,34.7,-19.8,-1.01,+0.30,sk SVK,DF,Salernitana,Serie A,31,1992,19.6,9,0,0,33,17,0,0,23,18,0,1,1,111,31,28,52.5
Nicolas Haas,ch SUI,MF,Empoli,Serie A,27,1996,1,1,90,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,6,4,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,ch SUI,MF,Empoli,Serie A,27,1996,1.0,0,1,1,100.0,1.00,1.00,0.00,0.00,14.5,0,0,0,0.1,0.1,0.10,-0.1,-0.1,ch SUI,MF,Empoli,Serie A,27,1996,1.0,46,51,90.2,865,312,20,21,95.2,21,21,100.0,5,6,83.3,0,0.0,0.0,0.0,0,7,1,0,6,ch SUI,MF,Empoli,Serie A,27,1996,1.0,51,50,1,1,1,0,0,0,0,0,0,0,46,0,1,ch SUI,MF,Empoli,Serie A,27,1996,1.0,3,3.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,ch SUI,MF,Empoli,Serie A,27,1996,1.0,5,3,1,2,2,3,3,100.0,0,1,0,1,1,6,1,0,ch SUI,MF,Empoli,Serie A,27,1996,1.0,63,4,15,36,12,1,63,0,0,0,0,0,35,141,35,0,1,0,1,0,41,4,ch SUI,MF,Empoli,Serie A,27,1996,1,90,90,2.6,1.0,1,90,1,0,0,1,0.00,0,2,-2,-2.00,-1.38,1.0,2.0,-1.0,-1.02,-0.60,ch SUI,MF,Empoli,Serie A,27,1996,1.0,1,0,0,1,1,0,0,1,3,0,0,0,9,3,0,100.0
Ridgeciano Haps,sr SUR,DF,Genoa,Serie A,30,1993,16,7,773,8.6,0,1,1,0,0,0,0,0,0.1,0.1,0.7,0.8,13,13,42,0.00,0.12,0.12,0.00,0.12,0.01,0.08,0.10,0.01,0.10,sr SUR,DF,Genoa,Serie A,30,1993,8.6,0,4,0,0.0,0.47,0.00,0.00,0,18.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,sr SUR,DF,Genoa,Serie A,30,1993,8.6,161,221,72.9,2722,710,88,102,86.3,54,80,67.5,17,26,65.4,1,0.7,0.4,+0.3,3,6,4,1,13,sr SUR,DF,Genoa,Serie A,30,1993,8.6,221,199,22,0,0,0,16,22,0,0,0,0,161,0,7,sr SUR,DF,Genoa,Serie A,30,1993,8.6,7,0.81,6,0,0,1,0,0,1,0.12,1,0,0,0,0,0,sr SUR,DF,Genoa,Serie A,30,1993,8.6,7,6,3,2,2,5,8,62.5,3,3,0,3,6,13,11,1,sr SUR,DF,Genoa,Serie A,30,1993,8.6,285,14,76,99,111,18,285,9,3,33.3,6,66.7,159,740,303,13,6,6,13,8,170,42,sr SUR,DF,Genoa,Serie A,30,1993,16,773,48,22.6,8.6,7,85,2,9,20,13,1.06,7,9,-2,-0.23,-0.30,9.6,7.1,+2.4,+0.28,+0.61,sr SUR,DF,Genoa,Serie A,30,1993,8.6,0,0,0,3,16,1,16,6,6,0,0,0,33,10,6,62.5
Abdou Harroui,nl NED,"MF,FW",Frosinone,Serie A,25,1998,18,13,"1,019",11.3,3,3,6,2,1,1,2,0,3.1,2.3,1.2,3.5,43,38,56,0.26,0.26,0.53,0.18,0.44,0.27,0.10,0.38,0.21,0.31,nl NED,"MF,FW",Frosinone,Serie A,25,1998,11.3,3,32,11,34.4,2.83,0.97,0.06,0.18,21.1,0,1,1,3.1,2.3,0.07,-0.1,-0.3,nl NED,"MF,FW",Frosinone,Serie A,25,1998,11.3,303,383,79.1,4174,1016,186,216,86.1,84,106,79.2,15,25,60.0,3,1.2,1.4,+1.8,16,29,12,4,38,nl NED,"MF,FW",Frosinone,Serie A,25,1998,11.3,383,361,18,4,4,2,12,6,2,1,0,0,303,4,11,nl NED,"MF,FW",Frosinone,Serie A,25,1998,11.3,39,3.44,27,0,4,5,3,0,4,0.35,3,0,0,1,0,0,nl NED,"MF,FW",Frosinone,Serie A,25,1998,11.3,23,11,11,11,1,8,16,50.0,8,19,3,16,5,28,8,0,nl NED,"MF,FW",Frosinone,Serie A,25,1998,11.3,564,11,79,276,220,32,563,44,19,43.2,21,47.7,308,2227,1221,43,31,8,28,7,378,56,nl NED,"MF,FW",Frosinone,Serie A,25,1998,18,"1,019",57,29.8,11.3,13,70,0,5,22,2,0.67,15,29,-14,-1.24,-0.82,13.8,18.4,-4.5,-0.40,-0.12,nl NED,"MF,FW",Frosinone,Serie A,25,1998,11.3,2,0,0,18,16,1,12,5,11,0,0,0,53,12,8,60.0
Hans Hateboer,nl NED,DF,Atalanta,Serie A,29,1994,23,10,"1,113",12.4,0,1,1,0,0,0,5,0,0.3,0.3,2.0,2.4,19,42,71,0.00,0.08,0.08,0.00,0.08,0.03,0.16,0.19,0.03,0.19,nl NED,DF,Atalanta,Serie A,29,1994,12.4,0,11,3,27.3,0.89,0.24,0.00,0.00,18.1,0,0,0,0.3,0.3,0.03,-0.3,-0.3,nl NED,DF,Atalanta,Serie A,29,1994,12.4,514,616,83.4,7813,2447,303,324,93.5,174,210,82.9,27,47,57.4,1,2.0,1.2,-1.0,22,27,17,13,42,nl NED,DF,Atalanta,Serie A,29,1994,12.4,616,515,97,4,0,2,34,93,0,0,0,0,514,4,16,nl NED,DF,Atalanta,Serie A,29,1994,12.4,33,2.67,28,0,2,2,0,1,3,0.24,3,0,0,0,0,0,nl NED,DF,Atalanta,Serie A,29,1994,12.4,12,5,8,2,2,5,15,33.3,10,21,7,14,4,16,21,0,nl NED,DF,Atalanta,Serie A,29,1994,12.4,714,32,174,297,245,22,714,11,6,54.5,4,36.4,352,1548,764,19,19,3,8,4,468,71,nl NED,DF,Atalanta,Serie A,29,1994,23,"1,113",48,32.5,12.4,10,77,7,13,26,7,1.83,24,16,+8,+0.65,-0.21,18.2,15.7,+2.5,+0.20,-0.35,nl NED,DF,Atalanta,Serie A,29,1994,12.4,5,0,0,16,3,0,34,4,5,0,1,0,34,18,11,62.1
Pantelis Hatzidiakos,gr GRE,DF,Cagliari,Serie A,26,1997,13,13,856,9.5,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,3,34,7,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,gr GRE,DF,Cagliari,Serie A,26,1997,9.5,0,4,1,25.0,0.42,0.11,0.00,0.00,14.0,0,0,0,0.4,0.4,0.10,-0.4,-0.4,gr GRE,DF,Cagliari,Serie A,26,1997,9.5,328,405,81.0,6195,2526,125,129,96.9,159,190,83.7,40,68,58.8,0,0.0,0.2,0.0,1,31,3,1,34,gr GRE,DF,Cagliari,Serie A,26,1997,9.5,405,369,31,11,0,4,6,19,0,0,0,0,328,5,6,gr GRE,DF,Cagliari,Serie A,26,1997,9.5,5,0.53,3,0,0,2,0,0,0,0.00,0,0,0,0,0,0,gr GRE,DF,Cagliari,Serie A,26,1997,9.5,22,10,12,10,0,10,17,58.8,7,14,5,9,13,35,30,1,gr GRE,DF,Cagliari,Serie A,26,1997,9.5,505,50,229,237,43,8,505,3,1,33.3,2,66.7,245,1072,581,3,7,1,6,3,289,7,gr GRE,DF,Cagliari,Serie A,26,1997,13,856,66,25.0,9.5,13,66,2,0,0,17,0.54,6,19,-13,-1.37,-0.91,9.9,12.6,-2.6,-0.28,+0.04,gr GRE,DF,Cagliari,Serie A,26,1997,9.5,1,0,0,7,4,0,6,13,10,0,0,0,50,5,9,35.7
Silvan Hefti,ch SUI,"MF,DF",Genoa,Serie A,25,1997,6,1,114,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,ch SUI,"MF,DF",Genoa,Serie A,25,1997,1.3,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,ch SUI,"MF,DF",Genoa,Serie A,25,1997,1.3,24,39,61.5,356,119,15,20,75.0,6,11,54.5,2,4,50.0,0,0.0,0.0,0.0,0,1,0,0,2,ch SUI,"MF,DF",Genoa,Serie A,25,1997,1.3,39,30,9,0,0,0,2,9,0,0,0,0,24,0,1,ch SUI,"MF,DF",Genoa,Serie A,25,1997,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,ch SUI,"MF,DF",Genoa,Serie A,25,1997,1.3,6,1,2,3,1,4,7,57.1,3,2,0,2,0,6,1,0,ch SUI,"MF,DF",Genoa,Serie A,25,1997,1.3,52,3,17,24,11,0,52,1,0,0.0,1,100.0,15,103,49,1,0,0,1,0,20,4,ch SUI,"MF,DF",Genoa,Serie A,25,1997,6,114,19,3.3,1.3,1,58,0,5,11,11,0.50,1,8,-7,-5.53,-5.72,0.8,2.3,-1.5,-1.21,-1.06,ch SUI,"MF,DF",Genoa,Serie A,25,1997,1.3,0,0,0,2,1,0,2,0,1,0,0,0,3,2,2,50.0
Liam Henderson,sct SCO,MF,Empoli,Serie A,27,1996,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sct SCO,MF,Empoli,Serie A,27,1996,0.1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,sct SCO,MF,Empoli,Serie A,27,1996,0.1,2,5,40.0,40,0,1,2,50.0,1,1,100.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0,sct SCO,MF,Empoli,Serie A,27,1996,0.1,5,3,2,1,0,0,1,0,1,1,0,0,2,0,0,sct SCO,MF,Empoli,Serie A,27,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,sct SCO,MF,Empoli,Serie A,27,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sct SCO,MF,Empoli,Serie A,27,1996,0.1,5,0,0,4,1,0,5,0,0,0,0,0,3,24,1,0,0,0,0,0,3,0,sct SCO,MF,Empoli,Serie A,27,1996,1,5,5,0.1,0.1,0,0,0,1,5,0,0.00,0,0,0,0.00,+0.66,0.0,0.1,-0.1,-1.71,-1.28,sct SCO,MF,Empoli,Serie A,27,1996,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Matheus Henrique,br BRA,MF,Sassuolo,Serie A,25,1997,31,27,"2,501",27.8,2,2,4,2,0,0,8,1,2.3,2.3,1.6,3.9,43,94,44,0.07,0.07,0.14,0.07,0.14,0.08,0.06,0.14,0.08,0.14,br BRA,MF,Sassuolo,Serie A,25,1997,27.8,2,19,7,36.8,0.68,0.25,0.11,0.29,20.7,0,0,0,2.3,2.3,0.12,-0.3,-0.3,br BRA,MF,Sassuolo,Serie A,25,1997,27.8,831,1017,81.7,15414,5187,331,389,85.1,376,425,88.5,102,157,65.0,2,1.6,1.6,+0.4,36,90,22,3,94,br BRA,MF,Sassuolo,Serie A,25,1997,27.8,1017,963,51,22,5,16,26,9,15,5,8,0,831,3,17,br BRA,MF,Sassuolo,Serie A,25,1997,27.8,77,2.77,63,7,1,3,3,0,5,0.18,5,0,0,0,0,0,br BRA,MF,Sassuolo,Serie A,25,1997,27.8,43,29,21,18,4,18,43,41.9,25,18,8,10,25,68,31,6,br BRA,MF,Sassuolo,Serie A,25,1997,27.8,1234,67,263,686,302,23,1234,39,20,51.3,14,35.9,753,5115,2575,43,34,5,40,20,852,44,br BRA,MF,Sassuolo,Serie A,25,1997,31,"2,501",81,73.1,27.8,27,89,22,4,26,0,0.84,28,55,-27,-0.97,-0.48,27.1,45.1,-17.9,-0.65,-0.27,br BRA,MF,Sassuolo,Serie A,25,1997,27.8,8,1,1,21,38,2,26,25,29,0,0,0,141,14,12,53.8
Thomas Henry,fr FRA,FW,Hellas Verona,Serie A,28,1994,18,2,334,3.7,3,0,3,3,0,1,2,2,3.3,2.5,0.0,2.5,2,3,20,0.81,0.00,0.81,0.81,0.81,0.88,0.01,0.89,0.66,0.68,fr FRA,FW,Hellas Verona,Serie A,28,1994,3.7,3,13,7,53.8,3.50,1.89,0.23,0.43,13.9,0,0,1,3.3,2.5,0.19,-0.3,+0.5,fr FRA,FW,Hellas Verona,Serie A,28,1994,3.7,33,67,49.3,421,83,20,42,47.6,8,10,80.0,1,3,33.3,0,0.0,0.1,0.0,2,2,0,0,3,fr FRA,FW,Hellas Verona,Serie A,28,1994,3.7,67,66,1,0,0,1,3,1,0,0,0,0,33,0,2,fr FRA,FW,Hellas Verona,Serie A,28,1994,3.7,6,1.61,4,0,0,2,0,0,0,0.00,0,0,0,0,0,0,fr FRA,FW,Hellas Verona,Serie A,28,1994,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,fr FRA,FW,Hellas Verona,Serie A,28,1994,3.7,115,5,11,53,54,17,114,5,1,20.0,4,80.0,63,258,43,2,2,1,13,2,93,20,fr FRA,FW,Hellas Verona,Serie A,28,1994,18,334,19,9.8,3.7,2,56,0,16,14,8,0.89,3,2,+1,+0.27,+0.68,4.3,5.1,-0.9,-0.23,+0.05,fr FRA,FW,Hellas Verona,Serie A,28,1994,3.7,2,2,0,15,5,3,3,0,0,0,0,0,8,19,20,48.7
Theo Hernández,fr FRA,DF,Milan,Serie A,25,1997,32,31,"2,791",31.0,5,4,9,4,1,2,11,1,4.9,3.4,4.3,7.7,115,166,124,0.16,0.13,0.29,0.13,0.26,0.16,0.14,0.30,0.11,0.25,fr FRA,DF,Milan,Serie A,25,1997,31.0,5,55,16,29.1,1.77,0.52,0.07,0.25,20.7,2,1,2,4.9,3.4,0.06,+0.1,+0.6,fr FRA,DF,Milan,Serie A,25,1997,31.0,1717,1994,86.1,26200,9027,934,995,93.9,637,709,89.8,91,172,52.9,4,4.3,4.6,-0.3,44,103,40,12,166,fr FRA,DF,Milan,Serie A,25,1997,31.0,1994,1738,252,80,6,17,68,146,18,4,7,0,1717,4,45,fr FRA,DF,Milan,Serie A,25,1997,31.0,119,3.84,87,8,7,11,5,1,13,0.42,11,0,0,1,1,0,fr FRA,DF,Milan,Serie A,25,1997,31.0,30,17,19,11,0,11,22,50.0,11,33,13,20,23,53,42,1,fr FRA,DF,Milan,Serie A,25,1997,31.0,2270,90,581,1191,531,71,2268,81,37,45.7,32,39.5,1467,9352,6095,115,93,13,30,22,1602,124,fr FRA,DF,Milan,Serie A,25,1997,32,"2,791",87,81.6,31.0,31,89,26,1,23,0,2.13,70,42,+28,+0.90,+1.05,56.7,36.7,+20.0,+0.64,+0.53,fr FRA,DF,Milan,Serie A,25,1997,31.0,11,1,0,38,50,2,68,23,17,1,1,0,172,29,18,61.7
Isak Hien,se SWE,DF,Hellas Verona,Serie A,24,1999,10,9,864,9.6,0,0,0,0,0,0,1,1,0.4,0.4,0.0,0.4,8,26,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,se SWE,DF,Hellas Verona,Serie A,24,1999,9.6,0,4,1,25.0,0.42,0.10,0.00,0.00,9.0,0,0,0,0.4,0.4,0.11,-0.4,-0.4,se SWE,DF,Hellas Verona,Serie A,24,1999,9.6,324,394,82.2,6945,2807,83,103,80.6,192,210,91.4,47,69,68.1,0,0.0,0.1,0.0,0,21,0,0,26,se SWE,DF,Hellas Verona,Serie A,24,1999,9.6,394,381,13,12,0,2,0,1,0,0,0,0,324,0,2,se SWE,DF,Hellas Verona,Serie A,24,1999,9.6,3,0.31,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,se SWE,DF,Hellas Verona,Serie A,24,1999,9.6,17,10,10,7,0,10,19,52.6,9,12,5,7,7,24,33,1,se SWE,DF,Hellas Verona,Serie A,24,1999,9.6,505,65,274,227,14,6,505,7,2,28.6,4,57.1,251,1373,682,8,3,0,7,8,246,1,se SWE,DF,Hellas Verona,Serie A,24,1999,10,864,86,25.3,9.6,9,89,8,1,61,0,0.80,7,11,-4,-0.42,-0.10,9.2,9.1,0.0,0.00,+0.38,se SWE,DF,Hellas Verona,Serie A,24,1999,9.6,1,1,0,11,2,0,0,7,10,0,0,0,66,34,24,58.6
Isak Hien,se SWE,DF,Atalanta,Serie A,24,1999,16,9,937,10.4,0,1,1,0,0,0,3,0,0.2,0.2,0.1,0.3,0,24,0,0.00,0.10,0.10,0.00,0.10,0.02,0.01,0.03,0.02,0.03,se SWE,DF,Hellas Verona,Serie A,24,1999,9.6,0,4,1,25.0,0.42,0.10,0.00,0.00,9.0,0,0,0,0.4,0.4,0.11,-0.4,-0.4,se SWE,DF,Hellas Verona,Serie A,24,1999,9.6,324,394,82.2,6945,2807,83,103,80.6,192,210,91.4,47,69,68.1,0,0.0,0.1,0.0,0,21,0,0,26,se SWE,DF,Hellas Verona,Serie A,24,1999,9.6,394,381,13,12,0,2,0,1,0,0,0,0,324,0,2,se SWE,DF,Hellas Verona,Serie A,24,1999,9.6,3,0.31,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,se SWE,DF,Hellas Verona,Serie A,24,1999,9.6,17,10,10,7,0,10,19,52.6,9,12,5,7,7,24,33,1,se SWE,DF,Hellas Verona,Serie A,24,1999,9.6,505,65,274,227,14,6,505,7,2,28.6,4,57.1,251,1373,682,8,3,0,7,8,246,1,se SWE,DF,Hellas Verona,Serie A,24,1999,10,864,86,25.3,9.6,9,89,8,1,61,0,0.80,7,11,-4,-0.42,-0.10,9.2,9.1,0.0,0.00,+0.38,se SWE,DF,Hellas Verona,Serie A,24,1999,9.6,1,1,0,11,2,0,0,7,10,0,0,0,66,34,24,58.6
